index;parent_index;operations;direction
13577;31144;r;0
13578;30571;rr;2
13579;37532;r;3
13580;7996;r;1
13581;12053;r;2
13582;13474;r;2
13583;17647;rr;0
13584;12412;rr;2
13585;515;r;0
13586;18060;rrr;2
13587;27594;rrr;0
13588;19868;r;1
13589;30973;rrr;0
13590;16746;rr;3
13591;33307;rr;0
13592;5282;rrr;0
13593;21321;r;1
13594;1660;r;0
13595;29631;r;0
13596;29632;r;0
13597;29633;r;0
13598;1477;rrr;3
13599;18194;rrr;3
13600;7876;r;0
13601;29914;r;2
13602;19968;rrr;0
13603;11175;rrr;3
13604;20667;r;0
13605;22043;r;2
13606;24890;r;1
13607;5774;rrr;1
13608;13716;rr;1
13609;20411;r;0
13610;20412;r;0
13611;21481;rr;0
13612;21482;rr;1
13613;33830;r;2
13614;10556;rrr;0
13615;17703;rrr;1
13616;29977;r;3
13617;26962;rr;0
13618;10422;rr;0
13619;20506;rr;0
13620;3548;r;2
13621;16476;r;3
13622;16932;rrr;0
13623;21209;r;2
13624;29754;rrr;3
13625;31096;rrr;2
13626;17494;r;1
13627;14927;rrr;1
13628;4998;rr;3
13629;3729;r;0
13630;22917;rrr;0
13631;25199;r;0
13632;22656;r;2
13633;29882;r;3
13634;29883;r;0
13635;32604;rr;0
13636;29691;rr;2
13637;29692;rr;1
13638;13352;rr;0
13639;232;r;0
13640;233;r;0
13641;9361;rrr;0
13642;2282;rr;0
13643;2283;rr;0
13644;26081;rrr;2
13645;21132;rrr;2
13646;35742;rr;0
13647;2711;rrrd;0
13648;12842;r;1
13649;19721;rr;2
13650;33847;r;1
13651;37525;rr;0
13652;24419;rrr;1
13653;24420;rrr;1
13654;31136;rrr;0
13655;31138;rrr;0
13656;31139;rrr;0
13657;21208;r;1
13658;10129;rrr;0
13659;9156;rr;1
13660;18943;rr;2
13661;14158;r;1
13662;15580;rr;2
13663;7494;rr;0
13664;36941;rr;1
13665;26220;rrr;3
13666;27176;rrr;1
13667;1231;r;2
13668;11938;r;0
13669;1647;r;0
13670;36985;r;0
13671;30537;rr;0
13672;7000;r;0
13673;15018;rr;2
13674;1674;r;0
13675;22673;rrr;0
13676;29206;rr;0
13677;19753;rr;3
13678;31389;rrr;0
13679;13688;rrr;3
13680;35969;rrr;3
13681;28837;rr;0
13682;848;rrd;1
13683;27542;rrr;1
13684;10042;r;1
13685;12771;rr;0
13686;12772;rr;0
13687;20886;rrr;0
13688;8926;rrr;1
13689;13890;rr;1
13690;12070;r;3
13691;19899;rr;2
13692;12306;rrrd;1
13693;37030;rr;2
13694;1228;r;1
13695;16646;rrr;1
13696;29649;r;0
13697;32429;r;1
13698;32430;r;1
13699;32431;r;0
13700;14158;rrr;1
13701;36651;rr;0
13702;27535;r;2
13703;7216;rr;1
13704;29616;r;0
13705;7219;rr;1
13706;29148;r;1
13707;25972;rr;1
13708;18054;rrr;2
13709;20150;rrr;0
13710;22878;rr;2
13711;26631;r;2
13712;26632;r;3
13713;32993;rr;1
13714;10830;rr;0
13715;17007;rrr;2
13716;30335;rrr;2
13717;9947;r;0
13718;12679;rr;1
13719;25035;r;1
13720;6616;rrr;1
13721;43;rr;2
13722;8620;rrr;2
13723;7143;rrr;0
13724;7144;rrr;0
13725;32234;rr;0
13726;16841;rrr;2
13727;5235;rr;0
13728;3537;rrr;0
13729;11936;r;0
13730;3766;rrr;2
13731;35818;rr;0
13732;29737;r;0
13733;21722;rr;0
13734;3967;rrr;0
13735;27588;r;0
13736;19634;rr;0
13737;3969;rrr;1
13738;23119;rr;3
13739;38108;rr;0
13740;5251;rr;1
13741;857;r;0
13742;6801;r;2
13743;14649;rr;1
13744;14650;rr;1
13745;4125;r;1
13746;740;r;0
13747;32621;rrr;0
13748;34786;rrr;1
13749;21257;r;0
13750;18652;r;1
13751;1672;r;3
13752;16707;r;2
13753;21738;rr;0
13754;3236;rrd;0
13755;21767;rrr;0
13756;26331;rr;0
13757;22231;rr;0
13758;22233;rr;0
13759;14002;r;0
13760;1889;rrr;2
13761;25010;rr;1
13762;25905;r;2
13763;3633;r;1
13764;2927;rr;0
13765;8702;rr;1
13766;22552;r;1
13767;22553;r;2
13768;27816;rrr;1
13769;5616;rr;0
13770;5806;r;1
13771;21703;r;0
13772;26699;r;1
13773;19414;rr;0
13774;5539;rr;1
13775;6827;rrr;2
13776;4025;r;3
13777;3032;r;0
13778;1182;rr;0
13779;29681;rr;0
13780;28733;rrr;1
13781;3972;rr;2
13782;12699;rrr;1
13783;22207;rr;1
13784;25397;r;1
13785;21484;rrr;1
13786;35061;rrr;2
13787;9926;r;0
13788;33691;rrr;0
13789;11576;rrd;0
13790;37683;r;0
13791;29274;rr;1
13792;13646;rr;0
13793;13647;rr;3
13794;3032;rr;1
13795;28880;r;2
13796;22269;r;0
13797;20552;rrr;1
13798;30208;rd;1
13799;15189;r;0
13800;22227;rrr;0
13801;33811;rr;0
13802;3565;rr;2
13803;21047;rr;2
13804;29718;rr;1
13805;18600;rrr;0
13806;18601;rrr;1
13807;37643;rr;0
13808;18392;r;0
13809;21217;rr;1
13810;33233;rr;0
13811;12989;rr;0
13812;29256;rrr;0
13813;17120;rr;0
13814;19770;rrr;0
13815;33072;rrr;2
13816;33074;rrr;0
13817;7456;rrr;3
13818;10832;rrr;0
13819;1458;rrr;2
13820;19933;rr;0
13821;22179;rrr;1
13822;19465;rrr;1
13823;7708;rrr;0
13824;1013;r;1
13825;36472;rr;0
13826;32074;rr;0
13827;34669;rrr;2
13828;34670;rrr;1
13829;14860;rrr;0
13830;8241;rr;0
13831;23488;rrr;1
13832;20543;r;1
13833;26878;rr;0
13834;15062;rr;0
13835;5636;rrr;0
13836;36235;r;0
13837;32608;r;1
13838;4462;rrr;0
13839;28343;rr;1
13840;12889;rr;0
13841;37966;r;1
13842;20443;rr;0
13843;4619;r;0
13844;23107;rrr;0
13845;12710;rr;2
13846;25268;rrr;1
13847;34172;r;2
13848;23685;r;0
13849;34173;r;0
13850;35842;r;1
13851;34175;r;1
13852;8776;rrr;2
13853;12918;rr;0
13854;35908;rrr;1
13855;9458;rrr;0
13856;35119;rr;0
13857;18601;rr;2
13858;37643;r;3
13859;31265;rr;0
13860;7983;rr;2
13861;24529;rr;0
13862;1887;rrr;0
13863;37041;rr;2
13864;37847;r;0
13865;12847;rr;0
13866;9805;rrr;1
13867;12443;rrr;0
13868;27447;r;1
13869;38114;rr;3
13870;36546;r;3
13871;11103;rrr;0
13872;31412;rr;0
13873;31413;rr;1
13874;4328;rd;1
13875;37147;rrr;2
13876;18324;r;0
13877;32134;rrr;1
13878;6280;rrr;3
13879;8902;rrr;3
13880;1751;r;3
13881;13909;rr;0
13882;14492;rr;0
13883;375;rr;1
13884;2886;rrr;0
13885;36165;r;1
13886;36166;r;0
13887;17510;r;0
13888;1109;r;1
13889;5609;r;0
13890;5610;r;0
13891;17734;r;2
13892;24782;r;2
13893;4117;r;1
13894;4118;r;1
13895;37420;rrr;1
13896;18188;rrr;1
13897;32580;r;0
13898;21449;rr;0
13899;3576;r;0
13900;13709;rr;3
13901;6671;rr;0
13902;16371;rr;0
13903;28960;rrr;3
13904;27446;r;0
13905;19827;rr;0
13906;13715;rrr;1
13907;482;rr;0
13908;36116;r;1
13909;14177;r;2
13910;13209;rr;3
13911;14443;rr;0
13912;37420;rr;2
13913;38586;rrr;0
13914;37286;rrr;0
13915;37287;rrr;0
13916;18778;rr;1
13917;28587;rr;3
13918;10028;rrr;3
13919;19050;rr;0
13920;12472;rrr;0
13921;12473;rrr;0
13922;21876;rr;2
13923;27392;r;0
13924;29168;rrr;1
13925;23090;r;0
13926;7486;rr;0
13927;4572;rr;1
13928;4573;rr;0
13929;33452;rr;2
13930;2242;r;0
13931;22070;rrr;0
13932;26293;r;0
13933;16474;rrr;1
13934;14989;rrr;2
13935;29706;rrr;2
13936;18460;rr;0
13937;426;rr;2
13938;427;rr;0
13939;3294;rr;0
13940;14787;r;0
13941;13633;rr;1
13942;33350;rrr;2
13943;5945;r;0
13944;12728;r;3
13945;19860;rrr;0
13946;10753;rrr;2
13947;27454;rrr;0
13948;36505;r;1
13949;33686;r;1
13950;33687;r;1
13951;26118;rr;1
13952;2221;rrr;1
13953;9086;rrr;0
13954;4649;r;0
13955;8663;rr;0
13956;24320;rrr;0
13957;3598;rr;0
13958;24433;r;1
13959;8633;rr;0
13960;8634;rr;2
13961;31674;rrr;1
13962;25436;rr;0
13963;36139;r;1
13964;22206;rrr;0
13965;11855;rrr;0
13966;23042;r;0
13967;14618;rrr;0
13968;3689;rr;0
13969;6887;r;1
13970;6888;r;0
13971;33249;rr;1
13972;33846;rrr;1
13973;7178;rr;3
13974;269;d;0
13975;5467;rrd;1
13976;33680;rrr;0
13977;21783;rrr;0
13978;1551;r;2
13979;4253;rr;2
13980;29980;rrr;0
13981;25219;rrr;0
13982;19607;rrr;0
13983;19608;rrr;0
13984;38357;rrr;2
13985;1619;r;0
13986;22325;r;0
13987;4145;r;3
13988;4846;rrr;0
13989;22311;rr;3
13990;3799;r;0
13991;3800;r;1
13992;3801;r;3
13993;14555;rrr;2
13994;25771;rr;0
13995;5903;rr;0
13996;4628;r;3
13997;3040;rr;0
13998;29151;r;1
13999;1121;rr;0
14000;29517;rr;0
14001;38249;rr;0
14002;38250;rr;2
14003;23094;rrr;0
14004;11051;r;1
14005;27019;r;0
14006;4041;r;1
14007;2829;rrr;0
14008;2830;rrr;0
14009;27058;r;1
14010;37436;rr;0
14011;37437;rr;2
14012;20308;rr;2
14013;18752;r;1
14014;18753;rrr;2
14015;3878;r;1
14016;37867;r;1
14017;13172;r;0
14018;29102;r;0
14019;30375;r;0
14020;15067;rrr;1
14021;23173;rr;0
14022;22410;rrr;1
14023;19273;rr;0
14024;8546;rr;0
14025;30681;rr;0
14026;21754;rrr;0
14027;10274;rr;0
14028;38116;rr;2
14029;31309;rr;1
14030;7349;r;0
14031;16418;r;2
14032;9654;rr;0
14033;18768;rrr;2
14034;14490;rrr;0
14035;28538;rr;0
14036;28539;rr;2
14037;13734;rrr;0
14038;11903;rr;0
14039;21040;rr;0
14040;33144;rr;1
14041;20871;rr;0
14042;33348;rrr;1
14043;4943;rrr;1
14044;34276;r;1
14045;16859;rr;0
14046;13626;r;2
14047;32857;r;1
14048;8175;rr;2
14049;3717;rr;0
14050;7700;rr;0
14051;15332;r;0
14052;33436;r;0
14053;33437;r;0
14054;35121;rrr;1
14055;30264;rr;0
14056;18123;rrr;1
14057;34095;r;0
14058;7437;r;1
14059;32192;rr;0
14060;25479;rr;0
14061;8211;rrr;1
14062;8994;rr;1
14063;34943;r;0
14064;35875;rrr;0
14065;37737;rr;0
14066;19700;rrr;0
14067;20900;rrr;0
14068;17621;rr;0
14069;10241;rrr;2
14070;36854;r;3
14071;12758;rr;2
14072;5476;r;1
14073;13320;rrr;0
14074;27293;rr;0
14075;8310;rrr;1
14076;30687;r;2
14077;15434;rrr;0
14078;24459;rrr;0
14079;25152;rrr;2
14080;25954;r;0
14081;25955;r;0
14082;25956;r;1
14083;3604;rr;2
14084;9449;rr;0
14085;19309;rr;0
14086;13060;rr;1
14087;400;d;1
14088;12186;rrr;3
14089;21644;rrr;2
14090;14524;rrr;0
14091;30417;rr;0
14092;1937;rrr;1
14093;9045;r;1
14094;7033;rr;0
14095;6272;r;0
14096;4027;rr;0
14097;1478;rrr;3
14098;14409;rrr;0
14099;21287;rr;2
14100;34395;r;2
14101;23100;rrr;1
14102;16321;rrr;1
14103;35485;rr;2
14104;14990;rrr;3
14105;36117;r;0
14106;20023;rrr;3
14107;3111;rrr;0
14108;8201;r;3
14109;5400;rd;3
14110;19305;rrr;0
14111;12939;r;3
14112;12630;rrr;0
14113;36948;r;0
14114;9950;rr;2
14115;2710;r;1
14116;17194;rr;2
14117;24976;r;3
14118;35106;rr;1
14119;8907;rrr;1
14120;12626;rrr;0
14121;7301;rr;1
14122;14352;rrr;1
14123;6147;rrd;1
14124;6155;rr;1
14125;34094;rr;1
14126;18856;rr;1
14127;11711;r;1
14128;16684;rrr;0
14129;28951;rr;2
14130;26254;r;0
14131;6203;rr;1
14132;32256;rrr;0
14133;19242;rr;0
14134;797;rrr;2
14135;7767;rrr;0
14136;21210;rrr;1
14137;25494;r;3
14138;11534;rrr;0
14139;24878;rr;0
14140;37585;rr;0
14141;38196;rrr;0
14142;38197;rrr;0
14143;35653;rrr;2
14144;32095;rrr;2
14145;35810;r;3
14146;31860;rrr;0
14147;38436;rr;0
14148;19436;rrr;2
14149;15518;r;0
14150;36895;rr;0
14151;5053;r;0
14152;18470;r;3
14153;447;rr;1
14154;28286;rrr;0
14155;22580;rr;0
14156;3492;rr;0
14157;18983;rr;2
14158;19729;r;2
14159;8081;r;2
14160;7677;rrr;0
14161;5097;rr;2
14162;35332;rrr;0
14163;27265;rd;0
14164;33805;r;1
14165;5341;rr;0
14166;18458;rrr;0
14167;11698;rrr;0
14168;28616;rr;0
14169;18733;r;0
14170;8957;rrr;2
14171;31262;rrr;0
14172;13974;rrr;2
14173;4235;rrr;1
14174;4236;rrr;3
14175;24644;rd;1
14176;27869;rrr;0
14177;17814;rr;0
14178;4241;rr;1
14179;30997;rrr;1
14180;34147;rr;0
14181;38681;rr;0
14182;12905;rrr;0
14183;18694;rrr;0
14184;27719;r;0
14185;20703;r;1
14186;1008;rr;1
14187;2825;rr;3
14188;17612;r;2
14189;13289;r;1
14190;25971;rr;1
14191;1669;rrr;3
14192;14472;r;0
14193;9962;r;2
14194;4282;rrrd;2
14195;35642;r;0
14196;35643;r;1
14197;35644;r;0
14198;28833;rrr;0
14199;14529;rrr;3
14200;38439;rr;3
14201;12276;rr;3
14202;29421;rrr;2
14203;517;r;0
14204;7118;rrr;0
14205;13975;rrr;0
14206;6764;r;1
14207;16444;rr;2
14208;10247;rrr;2
14209;16445;rr;2
14210;17865;rr;2
14211;1765;rr;2
14212;19728;rrr;0
14213;8323;rrr;3
14214;32223;r;2
14215;21899;rrr;0
14216;13057;rr;1
14217;18910;r;1
14218;721;rrr;1
14219;8032;rr;1
14220;30512;rrr;0
14221;38470;rrr;3
14222;21884;r;1
14223;5691;r;0
14224;6655;rrr;1
14225;757;r;1
14226;37503;rrr;0
14227;37504;rrr;1
14228;25226;rrr;1
14229;22878;r;1
14230;22879;r;1
14231;1685;r;1
14232;27179;rr;1
14233;24511;r;1
14234;24512;r;0
14235;1828;rrrd;1
14236;18652;rrr;1
14237;2648;rr;0
14238;31724;r;0
14239;28688;r;3
14240;30571;rrr;1
14241;36780;rrr;0
14242;24603;rr;0
14243;2013;rrr;3
14244;18983;rrr;0
14245;18984;rrr;0
14246;2716;r;0
14247;16211;r;2
14248;11206;rrr;1
14249;19444;rrr;0
14250;21954;rrr;0
14251;20664;rrr;3
14252;5442;rr;1
14253;22205;r;0
14254;574;rrr;1
14255;8827;r;1
14256;1169;rrrd;1
14257;11468;rr;0
14258;24002;r;0
14259;4085;rrr;2
14260;13716;r;0
14261;13542;rr;0
14262;17319;r;3
14263;17320;r;0
14264;17321;r;2
14265;17322;r;2
14266;19456;r;1
14267;10154;rrr;1
14268;2219;rrr;0
14269;14353;rrr;0
14270;26472;r;0
14271;25136;rrr;3
14272;27817;rr;3
14273;35718;r;2
14274;1780;rr;2
14275;13828;rr;0
14276;35406;rrr;1
14277;8495;r;2
14278;11469;r;2
14279;3392;r;1
14280;6557;rr;0
14281;1396;r;0
14282;10886;rrr;2
14283;22499;rr;2
14284;27458;rr;2
14285;3137;rrr;0
14286;37157;rrr;0
14287;24035;r;3
14288;5697;r;1
14289;24912;rr;0
14290;24913;rr;0
14291;25539;rrr;1
14292;25540;rrr;3
14293;36849;rrr;0
14294;988;rrr;2
14295;29202;r;2
14296;27134;rrr;2
14297;19171;rrr;0
14298;8318;rrr;1
14299;36917;r;2
14300;14019;rr;0
14301;14022;rr;3
14302;3035;r;1
14303;36553;r;2
14304;17560;rr;0
14305;24266;r;0
14306;20784;rrr;0
14307;39257;rr;0
14308;16109;rr;1
14309;35450;r;3
14310;35451;r;1
14311;35452;r;1
14312;28253;rrr;3
14313;34580;r;2
14314;6823;r;0
14315;39083;rrr;1
14316;26241;rrr;0
14317;33978;rr;0
14318;2239;rrr;0
14319;31378;rrr;0
14320;16649;r;0
14321;11054;rr;1
14322;11055;rr;0
14323;11056;rr;1
14324;7300;rr;0
14325;10260;rrr;0
14326;9745;rrr;1
14327;7118;r;1
14328;4877;rr;0
14329;22510;rrr;2
14330;6650;rrr;0
14331;15262;rr;0
14332;3826;rrr;1
14333;29726;rrr;2
14334;3150;r;1
14335;34859;rr;0
14336;15705;r;0
14337;36573;rrr;0
14338;25334;rr;0
14339;6364;rr;3
14340;32117;rrr;0
14341;33622;rr;3
14342;36996;rr;0
14343;20387;rrr;0
14344;13594;r;3
14345;15621;rrr;0
14346;36125;rrr;1
14347;15146;rr;0
14348;4288;r;0
14349;9911;rr;0
14350;8542;rr;0
14351;1718;rr;0
14352;1722;rr;0
14353;6614;rr;0
14354;1681;rr;2
14355;9088;r;2
14356;10758;rr;1
14357;35864;rr;1
14358;24974;r;0
14359;33092;rrr;0
14360;33093;rrr;0
14361;10092;rrr;1
14362;21899;rr;0
14363;9078;rrd;0
14364;4978;r;3
14365;5336;rr;2
14366;37690;rr;3
14367;29187;rrr;0
14368;16100;rr;0
14369;29925;r;1
14370;28224;rr;1
14371;33980;rr;1
14372;28276;r;1
14373;14886;rr;0
14374;36632;r;0
14375;14124;rr;3
14376;22370;r;2
14377;18829;rrr;0
14378;38329;rrr;0
14379;1280;rrr;0
14380;1281;rrr;1
14381;1282;rrr;0
14382;30592;r;0
14383;1091;rr;3
14384;954;r;3
14385;1835;rr;1
14386;26550;rrrd;0
14387;38314;rr;1
14388;38315;rr;0
14389;15548;rr;1
14390;19720;rr;0
14391;8113;r;2
14392;8114;r;3
14393;35982;r;1
14394;17645;rr;1
14395;19554;r;0
14396;15481;r;0
14397;3192;r;2
14398;26222;rrr;0
14399;19589;rrr;1
14400;17627;r;3
14401;22077;rrr;0
14402;18125;rr;1
14403;26000;r;3
14404;8131;rrr;0
14405;38738;rr;0
14406;9859;rrr;1
14407;4044;r;3
14408;34061;rrr;3
14409;6664;r;1
14410;11636;rr;0
14411;9531;rrr;3
14412;19667;r;0
14413;34052;rrr;1
14414;34428;r;0
14415;24111;rr;0
14416;19679;r;0
14417;19680;r;1
14418;24361;rr;3
14419;27576;r;0
14420;26751;r;0
14421;36411;r;0
14422;16559;rr;0
14423;37092;rr;3
14424;20753;rrr;0
14425;21746;r;1
14426;24648;r;1
14427;1971;r;1
14428;31028;rr;0
14429;23019;rr;0
14430;23020;rr;0
14431;27392;rr;0
14432;34090;rr;1
14433;9446;rrr;1
14434;7119;rr;2
14435;12191;rr;1
14436;6369;rrr;2
14437;6370;rrr;3
14438;13288;rrr;0
14439;35384;rrr;0
14440;22144;r;0
14441;6251;rrr;0
14442;21663;rr;3
14443;37925;r;0
14444;13568;r;0
14445;30638;r;0
14446;30639;r;1
14447;16394;rrr;3
14448;5648;r;3
14449;17454;rrr;3
14450;18172;r;0
14451;17748;rrr;0
14452;28441;rr;0
14453;1225;rrr;0
14454;530;r;2
14455;25505;rr;1
14456;19855;r;2
14457;37891;rrr;1
14458;1389;d;0
14459;28022;rrr;2
14460;29319;rr;0
14461;16629;rr;3
14462;35072;r;0
14463;19623;rr;3
14464;15724;r;0
14465;15725;r;1
14466;12868;rrr;0
14467;14149;rr;3
14468;11357;r;0
14469;18074;rr;1
14470;34658;rrr;1
14471;15864;rr;0
14472;18860;r;0
14473;17546;rr;3
14474;13886;r;0
14475;18976;r;1
14476;21268;rrr;1
14477;10602;r;3
14478;21801;rr;3
14479;22498;rrr;0
14480;35841;r;2
14481;14788;rrr;2
14482;21859;rrr;0
14483;26547;rrr;1
14484;31236;rrr;0
14485;38275;rrr;0
14486;5948;rrd;1
14487;1040;r;3
14488;19825;rr;3
14489;37465;rr;2
14490;31907;r;1
14491;20130;rrr;1
14492;37964;r;0
14493;10195;rrr;0
14494;3282;r;3
14495;1315;rrr;0
14496;12990;rrr;2
14497;36894;rr;0
14498;37966;rr;2
14499;1850;rr;0
14500;1851;rr;3
14501;15083;rr;0
14502;27033;rr;3
14503;18472;r;1
14504;18473;r;1
14505;37582;rrr;1
14506;28679;r;0
14507;11307;rr;2
14508;11308;rr;3
14509;2336;rrd;2
14510;8030;rr;3
14511;8903;rrr;1
14512;32952;rrr;0
14513;38584;rrr;0
14514;32946;rrr;1
14515;32947;rrr;2
14516;31576;r;0
14517;15406;rrr;2
14518;12715;r;1
14519;668;r;0
14520;36961;r;3
14521;28695;rrr;1
14522;36743;rrr;2
14523;31523;rrr;0
14524;5889;rrr;0
14525;24894;rrr;3
14526;24895;rrr;2
14527;19382;rr;1
14528;17269;r;0
14529;14830;rrr;2
14530;28866;rrr;0
14531;14441;r;1
14532;35872;r;0
14533;19440;r;1
14534;25010;r;1
14535;7734;rr;3
14536;24372;r;0
14537;39023;r;1
14538;4111;r;0
14539;23328;r;0
14540;17570;r;0
14541;21490;r;3
14542;4327;rrr;0
14543;13828;rrr;0
14544;4560;rrr;1
14545;20995;rr;0
14546;1529;rr;1
14547;18304;rr;3
14548;1565;rrr;0
14549;4660;r;1
14550;2583;rrr;0
14551;3303;rrr;0
14552;7924;r;2
14553;24742;rr;0
14554;25261;rr;0
14555;25262;rr;0
14556;39309;r;0
14557;39310;r;0
14558;12602;r;1
14559;21948;rrr;3
14560;21949;rrr;2
14561;21950;rrr;0
14562;8246;rrr;2
14563;11164;r;0
14564;112;rrd;1
14565;29914;rrr;0
14566;7540;rr;0
14567;2271;r;0
14568;24224;r;1
14569;1394;rr;0
14570;31390;r;0
14571;1790;rrr;0
14572;22843;rr;3
14573;32863;r;1
14574;29774;rr;0
14575;5524;rr;0
14576;13677;rr;1
14577;10298;rrr;0
14578;18817;rr;0
14579;20760;rrr;0
14580;10943;r;1
14581;963;rr;3
14582;15246;r;0
14583;6379;rrr;0
14584;30656;rr;1
14585;35790;r;1
14586;31071;rr;1
14587;23082;r;1
14588;39700;rrr;2
14589;20641;r;0
14590;115;rrd;0
14591;13973;rrr;1
14592;22074;rrr;0
14593;34178;rrr;0
14594;18029;r;3
14595;35330;r;1
14596;1010;rrr;1
14597;31104;rr;1
14598;12987;r;2
14599;12988;r;2
14600;26036;rr;3
14601;6608;rrr;0
14602;15696;rrr;2
14603;33919;rr;0
14604;23700;r;1
14605;2544;r;0
14606;31732;rrr;0
14607;14279;r;2
14608;2348;rrr;0
14609;21044;r;3
14610;12019;rr;0
14611;9853;r;3
14612;293;r;3
14613;12203;rr;1
14614;2488;r;3
14615;28756;rrr;0
14616;20843;rrr;2
14617;905;rr;0
14618;3734;rrr;1
14619;12013;rrr;2
14620;6937;rr;1
14621;21083;rr;2
14622;21757;r;1
14623;7649;r;1
14624;15146;rrr;3
14625;30119;rr;0
14626;15802;rrr;0
14627;4441;rr;0
14628;4442;rr;0
14629;25227;rrr;0
14630;36608;r;0
14631;7409;rrr;0
14632;30176;r;2
14633;13126;r;0
14634;1370;rr;3
14635;35747;r;1
14636;22177;r;0
14637;1775;rr;0
14638;1776;rr;0
14639;19206;r;0
14640;14090;rrr;0
14641;25192;rr;3
14642;36500;rr;1
14643;6757;rr;0
14644;17353;rr;2
14645;22190;rrr;3
14646;14277;rr;0
14647;5771;rr;2
14648;35079;r;0
14649;22661;r;0
14650;5138;r;0
14651;14512;rr;0
14652;18201;rrr;2
14653;11050;rrr;1
14654;16509;rr;2
14655;17314;r;0
14656;17315;r;1
14657;3457;rr;0
14658;8742;rrr;0
14659;29680;rr;1
14660;21755;r;3
14661;696;r;0
14662;21989;rr;0
14663;35388;r;1
14664;29541;rrr;1
14665;1471;rrrd;0
14666;37027;rrr;1
14667;36562;rrr;1
14668;23351;r;0
14669;34619;rrr;0
14670;12986;rrr;3
14671;12987;rrr;0
14672;12988;rrr;0
14673;16515;rrr;2
14674;16516;rrr;0
14675;12454;rrr;2
14676;10957;r;1
14677;30737;rr;0
14678;30738;rr;2
14679;1311;rr;1
14680;11813;r;2
14681;11814;r;1
14682;22227;r;3
14683;2561;rr;0
14684;22070;r;1
14685;16210;rr;0
14686;30675;r;1
14687;26821;r;2
14688;30030;rr;0
14689;26828;rrr;0
14690;10992;rr;1
14691;32523;r;2
14692;4530;r;1
14693;14302;rrr;3
14694;8494;rrr;0
14695;26079;r;1
14696;9706;rr;0
14697;15731;r;0
14698;4103;rd;0
14699;7730;rrr;1
14700;6954;rr;1
14701;7866;rr;3
14702;39899;rr;0
14703;29289;rrr;0
14704;12099;rrr;0
14705;25997;rr;2
14706;4145;rrr;2
14707;18771;r;1
14708;30218;rrr;2
14709;34497;rr;1
14710;38817;rrr;1
14711;14043;rr;3
14712;35846;r;0
14713;7487;rrr;0
14714;14601;r;0
14715;9007;rrr;1
14716;34981;r;1
14717;8859;rr;2
14718;16686;rrr;2
14719;32281;rr;1
14720;25314;r;0
14721;26049;r;0
14722;21311;rr;0
14723;8308;rrr;0
14724;3054;d;2
14725;8433;rrr;0
14726;10117;rr;0
14727;16815;r;2
14728;12267;r;0
14729;13330;rr;0
14730;25477;r;0
14731;8129;rrr;0
14732;21121;rrr;0
14733;6524;rr;0
14734;10079;rr;2
14735;16271;rrr;2
14736;18926;rrr;2
14737;3398;rr;2
14738;32865;rrr;0
14739;16022;rrr;1
14740;39909;rr;0
14741;4523;rr;0
14742;2205;rr;1
14743;2206;rr;1
14744;2207;rr;0
14745;22621;rrr;0
14746;21895;rrr;1
14747;21896;rrr;1
14748;37324;rrrd;3
14749;38070;r;0
14750;2235;r;0
14751;3601;rrr;1
14752;22406;r;2
14753;21047;r;2
14754;11953;rrr;0
14755;11954;rrr;1
14756;15336;rrr;0
14757;18754;r;0
14758;18755;r;1
14759;16869;r;3
14760;4565;r;2
14761;27517;r;1
14762;27518;r;3
14763;27778;rr;3
14764;37093;rr;3
14765;22553;rr;0
14766;10516;r;0
14767;17045;rr;0
14768;1173;rd;0
14769;18444;rrrd;3
14770;19267;r;0
14771;32864;r;0
14772;24195;rrr;1
14773;4265;rr;0
14774;5086;rrr;0
14775;8178;rrr;0
14776;1114;rr;1
14777;7652;rrr;1
14778;38185;r;0
14779;12218;rr;0
14780;12924;rr;1
14781;38123;rrr;3
14782;11483;r;1
14783;3264;rrr;0
14784;3681;rr;1
14785;10051;r;1
14786;11578;rr;1
14787;11579;rr;3
14788;39163;rrr;2
14789;10032;rr;0
14790;32123;rr;1
14791;12253;rrr;3
14792;9947;rr;0
14793;30198;rr;1
14794;16356;rrr;3
14795;1401;r;1
14796;2435;rr;1
14797;17469;r;0
14798;32079;r;1
14799;32080;r;2
14800;8630;rr;0
14801;9320;rr;1
14802;32077;rr;1
14803;6828;r;1
14804;23575;rrr;0
14805;13600;r;0
14806;39719;rrr;2
14807;39720;rrr;0
14808;37225;rrr;2
14809;37226;rrr;0
14810;3944;rr;3
14811;33137;r;0
14812;18862;rrr;0
14813;4639;r;0
14814;19424;rrr;0
14815;22249;rrr;0
14816;30978;rr;0
14817;18053;rrr;0
14818;10629;rr;0
14819;24307;rr;1
14820;11673;rrr;0
14821;6824;r;0
14822;8055;r;0
14823;31786;rr;1
14824;7999;rrr;3
14825;17973;rr;1
14826;26860;rrr;1
14827;25141;r;0
14828;25142;r;0
14829;14109;rrr;3
14830;39734;rr;0
14831;24690;r;0
14832;5683;rr;2
14833;13535;r;0
14834;14598;rrr;1
14835;14599;rrr;0
14836;4692;rr;0
14837;24001;rrr;0
14838;4439;r;3
14839;10885;r;0
14840;32398;rr;3
14841;22949;rr;3
14842;14629;r;3
14843;23853;rr;0
14844;32190;r;0
14845;29434;r;0
14846;29435;r;0
14847;15674;rrr;0
14848;26201;r;3
