index;parent_index;operations;direction
58177;81655;rr;1
58178;52547;r;3
58179;87974;rrr;0
58180;44047;rr;0
58181;44048;rr;1
58182;85360;rr;0
58183;54218;r;0
58184;63204;rrr;1
58185;18028;r;0
58186;80367;rrr;0
58187;8415;r;1
58188;1020;r;2
58189;42975;rrr;0
58190;38399;r;3
58191;58793;r;1
58192;58060;rr;0
58193;42645;r;0
58194;6390;r;0
58195;67558;rrr;0
58196;31433;rr;0
58197;31435;rr;0
58198;87653;rr;1
58199;5599;r;0
58200;35921;r;0
58201;83818;rr;0
58202;59645;r;0
58203;35849;rrr;2
58204;8024;r;1
58205;9591;rrr;0
58206;8026;r;0
58207;55827;rr;1
58208;20215;r;0
58209;48650;rr;1
58210;15288;r;0
58211;1779;r;0
58212;13860;rrr;2
58213;43573;r;0
58214;34696;rr;0
58215;14603;rrr;0
58216;21921;rrr;0
58217;34327;rrr;0
58218;47534;rrr;0
58219;48101;rr;3
58220;4754;rr;1
58221;18541;rrr;1
58222;19262;rrr;0
58223;70530;rrr;0
58224;10111;rr;0
58225;3030;r;0
58226;36199;rrr;0
58227;39897;r;0
58228;30331;r;0
58229;30979;rr;0
58230;30980;rr;0
58231;48560;rr;0
58232;64648;r;1
58233;35874;r;0
58234;92935;rr;0
58235;84002;rr;1
58236;85764;rrr;0
58237;60113;rrr;0
58238;24632;rr;1
58239;56346;r;0
58240;59717;rrr;2
58241;91483;rr;0
58242;60720;rr;0
58243;51304;r;0
58244;60166;r;1
58245;35952;r;0
58246;36930;rrr;0
58247;65005;rr;0
58248;63678;rr;0
58249;39409;rr;2
58250;28562;rr;0
58251;20057;rr;0
58252;29437;rr;0
58253;7971;rd;0
58254;59284;rr;0
58255;60722;rr;0
58256;61747;rr;0
58257;86431;r;0
58258;20503;r;0
58259;57686;rrr;1
58260;19022;r;0
58261;15121;rrr;3
58262;52790;rrrd;0
58263;77542;rr;1
58264;37525;rrr;0
58265;87045;rr;0
58266;43410;rr;0
58267;75884;rr;1
58268;66482;r;0
58269;90103;rrr;1
58270;498;rrrd;1
58271;70981;r;0
58272;24412;rr;0
58273;87629;rrr;0
58274;50681;rrr;0
58275;22696;rrr;0
58276;49464;rrr;0
58277;13727;rr;0
58278;5077;rrr;0
58279;56418;rrr;1
58280;7549;rr;0
58281;46220;rrr;1
58282;33010;rr;2
58283;93502;r;1
58284;93503;r;2
58285;31528;rr;3
58286;22879;rrr;0
58287;9774;rr;2
58288;36415;r;0
58289;24827;rr;3
58290;73362;rrr;0
58291;64116;rrr;0
58292;59204;r;1
58293;59205;r;0
58294;90459;r;0
58295;45638;rr;0
58296;48914;r;0
58297;82105;rr;0
58298;3843;rr;0
58299;56725;rrr;1
58300;45774;r;0
58301;30167;rr;1
58302;53467;rrr;2
58303;40459;rrr;1
58304;43814;r;1
58305;43770;rr;0
58306;90763;rr;0
58307;32945;rr;1
58308;54493;rrr;1
58309;25607;rrr;3
58310;38706;r;1
58311;21638;rr;0
58312;31653;rrr;3
58313;15198;r;2
58314;63692;r;3
58315;82749;rrr;1
58316;50555;rrr;0
58317;22511;rrr;0
58318;52719;rrr;0
58319;52890;rr;0
58320;69262;rrr;1
58321;69263;rrr;1
58322;69266;rrr;0
58323;44656;rrr;0
58324;56356;rr;1
58325;56357;rr;0
58326;56358;rr;0
58327;61574;r;1
58328;61575;r;1
58329;44542;rr;0
58330;44543;rr;1
58331;7862;r;1
58332;52867;rrr;0
58333;52411;rrr;0
58334;74464;rr;2
58335;39720;r;0
58336;78849;rr;3
58337;2150;r;1
58338;44182;rrr;1
58339;44183;rrr;0
58340;91187;r;0
58341;48106;rr;2
58342;35648;rr;0
58343;35649;rr;0
58344;48457;rr;2
58345;14103;rr;0
58346;2751;rr;0
58347;86926;r;1
58348;63647;rrr;0
58349;76989;r;1
58350;93059;rr;3
58351;40803;rrr;1
58352;22458;r;0
58353;27931;rrr;0
58354;38844;rrr;0
58355;2489;d;3
58356;75426;rr;0
58357;31152;d;1
58358;44796;rrr;0
58359;26391;rr;2
58360;25609;rr;0
58361;36315;rr;0
58362;9692;rrr;1
58363;92917;rr;0
58364;11617;rrr;1
58365;43224;rrr;3
58366;85071;rrr;1
58367;34668;rrr;0
58368;34671;rrr;1
58369;74508;rrr;3
58370;73394;rrr;0
58371;19780;rrr;1
58372;19781;rrr;0
58373;61032;rr;0
58374;81994;rr;0
58375;81951;rrr;0
58376;16698;r;0
58377;56959;rr;0
58378;57949;rrr;0
58379;54603;rrr;1
58380;79833;rrr;0
58381;40705;r;0
58382;13814;rr;2
58383;70856;r;1
58384;12005;r;1
58385;83765;r;0
58386;68476;rrr;1
58387;40041;r;1
58388;15611;rrrd;1
58389;43029;rr;0
58390;75154;rr;0
58391;41450;r;0
58392;73805;rrr;0
58393;12370;rrr;2
58394;19845;r;0
58395;17164;r;0
58396;21437;r;1
58397;52201;r;0
58398;82567;rr;3
58399;59074;rrr;1
58400;27405;rr;0
58401;36622;rr;2
58402;27917;rrr;0
58403;66804;rr;1
58404;70732;r;1
58405;45947;rr;0
58406;83698;rrr;0
58407;73476;rrr;0
58408;45297;rrr;0
58409;20589;rrr;0
58410;41067;rr;0
58411;5667;rr;0
58412;29554;rr;0
58413;45300;rrr;0
58414;11509;rr;0
58415;19360;rr;0
58416;40945;rr;0
58417;1502;rrr;0
58418;71949;rr;1
58419;29617;r;3
58420;6105;rrr;3
58421;57460;rr;0
58422;58817;rrr;0
58423;86930;rrr;0
58424;86931;rrr;0
58425;27324;rr;1
58426;61762;rr;1
58427;82607;r;1
58428;24250;r;3
58429;75106;rrr;0
58430;15472;rr;0
58431;16249;r;1
58432;25466;rrr;1
58433;55688;rrr;2
58434;3579;rrrd;0
58435;40421;rrr;1
58436;36451;r;0
58437;56381;r;1
58438;33142;rrrd;0
58439;51415;rrr;0
58440;26294;rr;1
58441;92235;r;0
58442;76320;r;0
58443;14627;r;0
58444;67207;r;1
58445;39943;r;0
58446;22333;rrr;0
58447;54872;rrr;1
58448;18558;rrr;0
58449;78215;r;0
58450;31989;rr;0
58451;65175;rr;0
58452;87037;r;0
58453;19729;rr;1
58454;19730;rr;1
58455;53369;r;0
58456;53502;r;0
58457;11295;rrr;0
58458;6561;r;0
58459;46284;r;0
58460;13510;rrr;0
58461;80947;r;0
58462;47746;r;3
58463;11244;rr;1
58464;80703;rr;1
58465;47092;rr;0
58466;77601;r;1
58467;74064;rrr;0
58468;2008;rr;0
58469;19912;rr;0
58470;52295;rr;0
58471;44247;rrr;0
58472;24634;rr;1
58473;34446;rrr;0
58474;67751;rr;0
58475;51342;r;0
58476;33076;rrr;0
58477;83265;rrr;0
58478;19342;rrr;0
58479;46054;r;1
58480;63568;rr;2
58481;29071;rrr;2
58482;40281;rrr;1
58483;77741;rrr;0
58484;21557;r;1
58485;77552;rrr;0
58486;24963;r;0
58487;86896;r;1
58488;86897;r;2
58489;45116;rrr;3
58490;50666;rrr;1
58491;55828;r;0
58492;91185;rr;0
58493;45615;rr;0
58494;88546;rr;0
58495;84320;rr;0
58496;58212;rr;3
58497;18047;rrr;0
58498;18048;rrr;0
58499;36342;r;0
58500;85522;rr;1
58501;41850;rr;1
58502;70;rrr;0
58503;40516;rr;0
58504;83805;rrr;1
58505;74645;rrr;0
58506;56283;rrr;0
58507;56284;rrr;1
58508;18459;rrr;3
58509;90540;rr;3
58510;90541;rr;1
58511;23986;rrr;3
58512;10301;r;3
58513;88369;r;0
58514;31700;rrr;2
58515;31701;rrr;0
58516;12262;r;0
58517;62980;rr;0
58518;32063;rr;1
58519;40822;rrr;0
58520;60845;rr;2
58521;59293;r;1
58522;24769;rrr;0
58523;88821;r;1
58524;31880;r;0
58525;69813;rrr;2
58526;19826;d;2
58527;3486;r;0
58528;43636;rrr;1
58529;9245;r;1
58530;27324;rrr;0
58531;61211;rrr;0
58532;47538;rrr;0
58533;49976;r;0
58534;77478;r;1
58535;37384;rrd;1
58536;26359;r;0
58537;19210;r;3
58538;66348;rrr;0
58539;66349;rrr;0
58540;24947;rrr;2
58541;23483;rr;0
58542;63028;rrr;0
58543;49154;rrr;0
58544;49155;rrr;0
58545;39982;rr;1
58546;73000;rrr;2
58547;35241;r;2
58548;36007;rr;0
58549;93368;rr;0
58550;42418;rrr;0
58551;29545;rrr;1
58552;29546;rrr;0
58553;22411;rr;0
58554;22412;rr;0
58555;44432;r;0
58556;69797;r;1
58557;39883;r;3
58558;70288;r;0
58559;80527;rrr;3
58560;63583;rr;0
58561;11825;rr;0
58562;40809;rrr;0
58563;63359;rrr;0
58564;32945;r;0
58565;4052;rrr;1
58566;39113;r;3
58567;12668;rrr;0
58568;1470;rrrd;1
58569;59664;r;0
58570;16419;rrr;0
58571;59904;rrr;2
58572;40701;rr;0
58573;40702;rr;0
58574;32943;rrr;0
58575;63127;rr;0
58576;24781;rr;0
58577;2475;rrr;0
58578;50663;rr;0
58579;75121;rrr;0
58580;47419;rr;0
58581;26150;rrr;0
58582;53646;rrr;0
58583;14976;rr;0
58584;36099;rrr;0
58585;26648;rr;3
58586;47842;rr;1
58587;23229;rr;1
58588;69211;rrr;3
58589;1959;rrrd;1
58590;91288;r;0
58591;79971;rr;0
58592;92021;rrr;0
58593;38725;rr;0
58594;4970;rrr;0
58595;42173;rrr;1
58596;27658;r;0
58597;3973;rr;0
58598;64224;rr;0
58599;92701;rr;1
58600;92702;rr;0
58601;1377;rr;2
58602;60538;rr;0
58603;42646;rd;1
58604;22034;r;0
58605;22021;r;1
58606;22035;r;0
58607;22036;r;3
58608;52973;rr;1
58609;76347;rrr;0
58610;66975;r;0
58611;14797;rrrd;2
58612;68148;d;0
58613;63769;rr;1
58614;86355;r;0
58615;58910;rrr;0
58616;86356;r;0
58617;54128;rrr;0
58618;61403;r;0
58619;19652;rrr;0
58620;74749;rrr;0
58621;62537;r;0
58622;24729;rrr;0
58623;62538;r;0
58624;13356;rrr;0
58625;13357;rrr;0
58626;79169;rr;1
58627;17186;r;2
58628;64364;r;1
58629;58914;rrr;1
58630;89428;r;3
58631;77731;r;0
58632;79541;rr;2
58633;1793;rrd;1
58634;12299;r;0
58635;76656;rr;0
58636;87491;rrr;0
58637;58760;rrr;0
58638;13789;r;0
58639;4762;r;1
58640;84938;rrr;1
58641;82980;r;0
58642;82981;r;0
58643;10874;rr;1
58644;15977;r;0
58645;9874;r;1
58646;68783;rrr;0
58647;59238;rr;0
58648;44638;rr;0
58649;14391;rrr;0
58650;78425;rr;1
58651;31272;rrr;0
58652;58680;rr;1
58653;18107;rr;0
58654;27917;rr;1
58655;3534;rr;1
58656;18678;rrr;1
58657;62339;rr;3
58658;91337;rr;0
58659;20768;rr;0
58660;20769;rr;0
58661;70061;r;3
58662;28300;rrr;0
58663;28301;rrr;1
58664;51823;rr;1
58665;60256;rrr;0
58666;60257;rrr;3
58667;51363;rr;0
58668;301;d;0
58669;46678;rrr;0
58670;1118;rrr;0
58671;61560;rr;0
58672;769;r;1
58673;18343;rr;1
58674;2611;rd;0
58675;55867;r;0
58676;55868;r;0
58677;33666;rr;1
58678;57381;rr;1
58679;91219;r;1
58680;43460;rr;2
58681;88307;rrr;2
58682;88308;rrr;2
58683;88309;rrr;3
58684;6261;rr;0
58685;31976;r;0
58686;82700;rrr;0
58687;50323;r;2
58688;86071;r;0
58689;38798;rr;0
58690;8401;rr;0
58691;56430;r;0
58692;55384;rrr;0
58693;4112;r;1
58694;4114;r;1
58695;61684;rr;0
58696;48312;r;0
58697;80999;r;1
58698;34447;r;0
58699;9234;rrr;0
58700;18044;rr;0
58701;18045;rr;1
58702;18046;rr;0
58703;26427;rr;3
58704;28979;r;2
58705;20352;rr;3
58706;14147;rrr;3
58707;14571;rrr;0
58708;31984;rrr;1
58709;39024;rr;1
58710;26073;r;2
58711;47698;r;3
58712;50095;rrr;0
58713;19991;r;3
58714;58715;r;0
58715;44705;r;3
58716;73971;r;0
58717;73972;r;0
58718;86426;rrr;0
58719;91018;rr;0
58720;67266;rrr;3
58721;53828;r;1
58722;76744;rrr;0
58723;62075;rrr;0
58724;10147;rr;0
58725;40203;rr;0
58726;28347;rr;0
58727;27329;rr;1
58728;27330;rr;0
58729;39156;rrr;0
58730;58190;r;0
58731;38192;r;0
58732;75849;r;3
58733;59927;r;0
58734;54486;rrr;3
58735;8712;rr;0
58736;32711;r;0
58737;24194;rrr;0
58738;3312;rrr;0
58739;4241;rrr;0
58740;54887;rrr;0
58741;48364;rrr;0
58742;12973;rrr;0
58743;9470;rrr;0
58744;22215;r;0
58745;16619;rr;2
58746;67235;rrr;0
58747;5988;rrr;0
58748;21252;rrr;0
58749;41678;rrr;1
58750;54768;rrr;0
58751;33451;r;0
58752;68462;rrr;3
58753;59574;rr;0
58754;5373;rrd;1
58755;41456;r;0
58756;65843;r;0
58757;67235;r;1
58758;1830;d;1
58759;51618;rrr;0
58760;32491;r;1
58761;56631;rrr;3
58762;71443;rr;0
58763;10793;r;1
58764;55484;rr;0
58765;55485;rr;2
58766;31303;rr;1
58767;51782;rr;0
58768;3259;rrr;3
58769;3260;rrr;0
58770;3261;rrr;2
58771;3263;rrr;3
58772;3141;rrr;2
58773;72761;rr;0
58774;49826;r;0
58775;49186;rr;0
58776;23261;rr;1
58777;57012;rrr;0
58778;6327;r;1
58779;5477;rr;2
58780;80125;rrr;0
58781;31442;rrr;0
58782;39028;rrr;1
58783;62734;rrr;0
58784;62735;rrr;0
58785;70108;r;1
58786;9183;rrr;0
58787;11745;rr;0
58788;69135;rr;0
58789;54706;r;2
58790;68736;rrr;0
58791;30399;rrr;0
58792;16057;rr;0
58793;40040;rrr;0
58794;51078;rr;0
58795;33902;rr;0
58796;34761;r;3
58797;72702;r;2
58798;40815;rr;0
58799;26656;rr;1
58800;92861;r;3
58801;33209;r;0
58802;21735;rr;0
58803;48861;rr;1
58804;35573;r;0
58805;60826;r;3
58806;65614;rr;0
58807;65617;rr;0
58808;6334;r;1
58809;85526;rr;2
58810;55245;rrr;0
58811;27398;rrr;0
58812;39519;r;0
58813;87012;rrr;1
58814;92124;rr;2
58815;91926;r;0
58816;74181;rrr;2
58817;71217;rr;3
58818;46820;rr;0
58819;41174;r;0
58820;85580;rr;0
58821;85581;rr;0
58822;33116;rrr;0
58823;40128;r;1
58824;59823;rr;1
58825;7228;rrr;1
58826;20447;rrr;3
58827;58386;rrr;2
58828;58387;rrr;3
58829;7235;rrr;0
58830;53392;r;0
58831;24872;rrr;0
58832;36885;rr;1
58833;47595;r;1
58834;47596;r;1
58835;67693;rrr;0
58836;58155;rrr;0
58837;1088;d;3
58838;59567;r;0
58839;59568;r;0
58840;6569;rr;1
58841;30911;rr;1
58842;31827;rrr;0
58843;31828;rrr;2
58844;31829;rrr;2
58845;27928;r;0
58846;1709;r;0
58847;25154;rrr;1
58848;18679;r;1
58849;21797;rr;1
58850;28584;rr;0
58851;17884;rrr;1
58852;40763;rr;1
58853;10593;rr;0
58854;48779;rrr;2
58855;88496;r;0
58856;38407;rrr;1
58857;38408;rrr;2
58858;75440;rr;0
58859;66803;rr;0
58860;52092;rrr;1
58861;49189;r;1
58862;6769;rrr;0
58863;78198;rrr;1
58864;50294;r;1
58865;47363;rrr;2
58866;50121;rrr;0
58867;9426;r;3
58868;46778;rr;3
58869;45103;rr;0
58870;8655;rrr;0
58871;8656;rrr;1
58872;14408;rr;0
58873;77353;r;0
58874;49841;r;0
58875;62208;rrr;2
58876;79268;r;1
58877;35189;rrr;1
58878;7147;rr;0
58879;86060;rr;0
58880;69016;rr;3
58881;63782;r;0
58882;36643;rr;3
58883;74138;rr;0
58884;22977;rr;0
58885;45034;rr;3
58886;42255;rr;0
58887;45556;r;0
58888;27156;r;0
58889;82094;r;1
58890;43900;rr;1
58891;3319;rrr;0
58892;69291;r;0
58893;7021;rr;1
58894;19550;rrr;0
58895;13552;rr;0
58896;73124;rr;1
58897;84124;rrr;3
58898;24934;rrrd;0
58899;41708;rrr;0
58900;42310;rrr;0
58901;23285;rrr;1
58902;43157;rrr;0
58903;78273;rrr;1
58904;5872;r;0
58905;34223;rrr;1
58906;20947;rrr;0
58907;23344;rr;1
58908;29654;r;0
58909;61652;rrr;1
58910;81335;rrr;1
58911;40163;rrr;0
58912;34056;rrr;3
58913;41740;r;3
58914;9596;rr;1
58915;25061;rr;1
58916;47635;rrr;0
58917;51451;r;0
58918;86432;rrr;0
58919;51452;r;0
58920;72618;rr;2
58921;7870;r;1
58922;3825;rr;0
58923;7044;rrr;0
58924;19126;rrr;1
58925;46105;rrr;0
58926;58508;rrr;0
58927;54753;r;0
58928;77000;r;2
58929;38693;rr;0
58930;72801;r;1
58931;82451;r;0
58932;58750;rrr;0
58933;63492;rr;1
58934;20916;rr;2
58935;20917;rr;1
58936;259;rrr;0
58937;39376;r;0
58938;62270;rr;0
58939;14633;r;3
58940;82529;r;2
58941;73481;rr;0
58942;17374;rr;0
58943;24888;rrr;0
58944;49719;r;1
58945;49720;r;1
58946;20369;rrr;0
58947;73155;rr;1
58948;75088;rrr;1
58949;45694;rrr;1
58950;56580;r;0
58951;43602;r;0
58952;9180;rr;2
58953;9181;rr;0
58954;3514;rr;2
58955;56465;rrr;0
58956;52201;rrr;0
58957;82096;rrr;1
58958;47175;r;0
58959;47176;r;0
58960;89602;r;0
58961;32017;rr;2
58962;32018;rr;1
58963;32019;rr;3
58964;80436;r;0
58965;59105;rr;0
58966;49883;rr;1
58967;50024;r;1
58968;81346;r;0
58969;80372;rrr;2
58970;86069;r;0
58971;54412;rr;3
58972;21902;rrr;0
58973;72687;r;1
58974;44338;rr;2
58975;60899;rrr;0
58976;60900;rrr;0
58977;10510;rrr;0
58978;18385;rr;0
58979;18386;rr;0
58980;12526;rd;1
58981;71055;r;0
58982;39891;r;1
58983;15327;rr;1
58984;32870;rrr;0
58985;32871;rrr;3
58986;29518;rr;0
58987;29382;rrr;0
58988;3595;r;1
58989;43742;r;2
58990;55254;rr;0
58991;82786;r;3
58992;58159;r;1
58993;58160;r;3
58994;26364;r;0
58995;26365;r;0
58996;25668;r;0
58997;9003;rr;0
58998;84393;rr;0
58999;66918;rrr;0
59000;87191;rr;0
59001;87192;rr;0
59002;3598;rrrd;0
59003;1068;rd;0
59004;34442;rrr;0
59005;23353;r;0
59006;51479;rr;0
59007;51691;r;0
59008;51692;r;0
59009;4636;rrr;3
59010;1762;rd;0
59011;43282;rr;0
59012;45965;rrr;3
59013;27141;r;3
59014;27142;r;1
59015;77765;rr;2
59016;60885;rrr;0
59017;60886;rrr;3
59018;81569;r;0
59019;91172;rr;0
59020;43721;r;0
59021;3805;rrr;0
59022;66766;r;0
59023;66767;r;0
59024;81696;rrr;1
59025;56729;rr;1
59026;21234;rrr;0
59027;70456;r;3
59028;9815;r;0
59029;35273;rr;1
59030;1978;r;0
59031;19934;rrr;0
59032;93338;rrr;0
59033;51890;rr;1
59034;28792;rrr;1
59035;84194;rr;0
59036;5363;rrr;3
59037;12678;rr;2
59038;80890;rrr;0
59039;81754;r;0
59040;5593;rrd;1
59041;84521;r;0
59042;35265;r;1
59043;39221;r;0
59044;74505;rrr;0
59045;63528;rrr;2
59046;62586;r;0
59047;76476;rr;2
59048;50948;r;1
59049;56052;rr;1
59050;17838;r;3
59051;2277;rr;1
59052;20294;rrr;1
59053;26731;r;0
59054;91266;rr;1
59055;71523;rrr;2
59056;31730;rrr;0
59057;31731;rrr;0
59058;68646;rrr;0
59059;22823;rrr;0
59060;53697;rr;0
59061;34899;r;3
59062;77466;r;0
59063;8123;r;1
59064;25243;rrd;0
59065;7670;rrr;1
59066;65945;rrr;0
59067;81159;rrr;3
59068;31493;rr;1
59069;30185;rrr;2
59070;30186;rrr;2
59071;69183;rrr;1
59072;44825;rrr;0
59073;88284;r;2
59074;24967;r;1
59075;79594;rr;1
59076;9421;rr;1
59077;5961;r;2
59078;3439;rrr;0
59079;7026;rrr;0
59080;59249;r;0
59081;63096;rr;0
59082;39280;r;1
59083;31289;r;2
59084;36697;rrr;0
59085;47409;rrr;0
59086;3762;r;0
59087;63709;r;0
59088;47411;rrr;0
59089;63711;r;2
59090;11388;r;1
59091;28393;r;0
59092;64717;rrr;2
59093;56957;r;1
59094;27855;rr;0
59095;75426;r;0
59096;91255;rr;0
59097;13031;rrr;0
59098;37793;rrr;0
59099;19296;r;1
59100;24719;r;0
59101;31664;rr;1
59102;31665;rr;3
59103;74747;r;0
59104;93989;rr;1
59105;93990;rr;3
59106;15942;rrr;0
59107;15943;rrr;1
59108;15944;rrr;0
59109;25408;r;0
59110;10847;r;0
59111;57631;rr;2
59112;57632;rr;0
59113;54444;rr;0
59114;62387;rrr;0
59115;36440;rr;0
59116;59194;rrr;0
59117;15093;rr;0
59118;74174;rrr;0
59119;6585;rr;0
59120;84153;rrr;0
59121;88844;rrr;0
59122;44289;r;1
59123;44290;r;0
59124;50361;rr;0
59125;4988;d;1
59126;2429;rrr;0
59127;64004;rr;2
59128;66466;r;2
59129;58319;rrr;0
59130;40004;rrr;1
59131;47967;rr;1
59132;67907;rrr;1
59133;47197;rr;0
59134;21742;rr;0
59135;87685;rrr;0
59136;87686;rrr;1
59137;252;r;2
59138;40909;rrr;3
59139;39385;rr;1
59140;49636;rrr;0
59141;49637;rrr;0
59142;21875;rrr;1
59143;44622;rrr;1
59144;63316;rr;0
59145;4790;rrr;0
59146;58228;rrr;0
59147;14008;rrr;0
59148;53523;r;2
59149;64206;rrr;0
59150;10610;rrd;0
59151;76883;rr;1
59152;27202;rrr;0
59153;87849;rr;1
59154;92119;rr;0
59155;42122;rrr;3
59156;71115;rrr;0
59157;38589;r;0
59158;82974;rrr;0
59159;10163;rr;1
59160;27659;rrr;0
59161;15003;rrr;0
59162;863;r;0
59163;15004;rrr;1
59164;45503;r;3
59165;9458;r;1
59166;84165;rr;0
59167;84395;rrr;1
59168;83061;rr;1
59169;59143;r;1
59170;78001;rrr;1
59171;79373;rr;1
59172;52038;r;0
59173;77660;r;0
59174;33015;r;3
59175;18680;rrr;0
59176;12297;rrr;0
59177;48235;rrr;1
59178;23418;rrr;1
59179;50235;rrr;1
59180;81437;r;3
59181;88981;r;0
59182;72830;rr;2
59183;44403;rrr;0
59184;7428;rrr;2
59185;44319;r;0
59186;9217;rrr;1
59187;28971;r;2
59188;37856;rr;2
59189;67766;rrr;1
59190;45119;rrd;1
59191;50358;r;0
59192;91672;r;0
59193;120;rrrd;1
59194;38171;rr;0
59195;101;rrr;0
59196;12073;rrr;1
59197;42810;rr;1
59198;28260;rr;3
59199;12020;rr;0
59200;77810;r;2
59201;92772;r;2
59202;84066;r;0
59203;64113;rrr;0
59204;17982;r;0
59205;10502;r;1
59206;59890;rr;3
59207;59005;rrr;0
59208;25824;rr;0
59209;437;d;0
59210;40347;r;0
59211;19893;rr;1
59212;87250;r;1
59213;12073;r;1
59214;92002;rrr;2
59215;41565;r;1
59216;41566;r;0
59217;14904;r;0
59218;42332;r;0
59219;44165;rrr;3
59220;81688;rr;0
59221;11428;rr;0
59222;19192;r;0
59223;42798;rr;1
59224;219;rrr;0
59225;37868;rrr;0
59226;37869;rrr;0
59227;73819;rr;0
59228;699;r;1
59229;22838;rrr;2
59230;42293;rrr;1
59231;36598;rrr;0
59232;38467;r;0
59233;50359;rr;1
59234;64907;rr;1
59235;30968;r;1
59236;30969;r;0
59237;21325;rr;0
59238;89989;rr;0
59239;89990;rr;0
59240;64191;rr;1
59241;15427;r;0
59242;67222;rr;0
59243;63991;rrr;3
59244;86809;r;2
59245;43262;r;0
59246;67400;rr;0
59247;7246;rr;1
59248;73307;rr;0
59249;31104;rrr;0
59250;60841;r;0
59251;59412;rr;1
59252;11844;rr;1
59253;11845;rr;0
59254;11846;rr;0
59255;563;rr;0
59256;564;rr;1
59257;565;rr;3
59258;1816;rrr;1
59259;28465;rr;2
59260;38613;rr;1
59261;247;rr;0
59262;28792;r;0
59263;16606;rr;0
59264;75306;rr;1
59265;42094;r;0
59266;5892;r;0
59267;5893;r;0
59268;2802;rrr;0
59269;52230;rr;3
59270;76059;rr;0
59271;76060;rr;1
59272;37373;r;0
59273;5232;r;1
59274;37375;r;0
59275;37376;r;0
59276;70516;r;2
59277;1611;rrr;0
59278;4459;r;1
59279;23147;rrr;3
59280;21701;rr;0
59281;38607;rrr;0
59282;37105;rr;0
59283;7128;rr;0
59284;63027;rrr;0
59285;72041;rrr;0
59286;83216;rrr;0
59287;12082;rr;0
59288;83541;rr;0
59289;78762;rr;0
59290;48983;r;1
59291;36780;r;3
59292;46975;rrr;0
59293;66750;rrr;1
59294;28556;rr;3
59295;68590;r;0
59296;10072;r;2
59297;65069;rrr;2
59298;15667;rr;2
59299;50381;rr;0
59300;44131;r;0
59301;48510;r;0
59302;15822;r;0
59303;83052;r;0
59304;47483;rrr;3
59305;36208;rrr;3
59306;67161;r;0
59307;39934;rrr;1
59308;27628;r;3
59309;63657;rr;1
59310;68802;rrr;2
59311;56914;rrr;0
59312;24437;rrr;1
59313;84454;rrr;1
59314;91778;r;0
59315;51219;rrr;0
59316;51220;rrr;0
59317;24369;rrr;0
59318;61249;rrr;0
59319;23281;r;0
59320;9749;r;0
59321;25835;rr;0
59322;39183;rrr;3
59323;33663;r;1
59324;29200;rd;1
59325;58495;rrr;0
59326;8521;r;1
59327;79080;rrr;1
59328;18926;rr;0
59329;64778;r;0
59330;89605;rr;0
59331;78771;rr;0
59332;28241;rr;1
59333;8999;rr;0
59334;75012;r;2
59335;49025;r;0
59336;15856;rr;0
59337;71880;r;1
59338;71881;r;1
59339;78353;rrr;0
59340;51472;rrr;0
59341;26164;rr;0
59342;84038;r;2
59343;91669;r;1
59344;17636;rr;0
59345;72297;rrr;1
59346;82319;rr;0
59347;52686;r;0
59348;15177;r;2
59349;68858;rr;1
59350;61254;rrr;1
59351;61255;rrr;3
59352;61256;rrr;3
59353;37287;r;0
59354;2399;rr;1
59355;90281;rr;0
59356;8535;r;0
59357;10581;rr;1
59358;10941;r;0
59359;11669;rrr;0
59360;75364;rrr;0
59361;1960;rrr;3
59362;61362;r;0
59363;61490;rrr;0
59364;33607;rr;0
59365;58256;rr;3
59366;58258;rr;3
59367;59641;r;0
59368;53431;r;0
59369;44632;rr;1
59370;46733;r;1
59371;36780;rr;0
59372;54265;rrr;0
59373;52698;rr;0
59374;69699;rrr;0
59375;79496;rrr;0
59376;72743;rrr;0
59377;86837;r;0
59378;92951;rr;2
59379;11804;rr;0
59380;26274;rrr;1
59381;8259;rrd;1
59382;27720;rrr;2
59383;59558;r;0
59384;86641;rrr;0
59385;48368;rr;0
59386;94269;rrr;0
59387;51965;rrr;3
59388;7125;rr;1
59389;7126;rr;0
59390;81186;rrr;0
59391;3342;rrr;0
59392;69310;rrr;1
59393;69311;rrr;1
59394;10980;rr;1
59395;58380;rrr;0
59396;15949;rrr;0
59397;32014;rrr;0
59398;92808;r;0
59399;22037;rrr;0
59400;22039;rrr;0
59401;71704;rrr;0
59402;7636;rrr;2
59403;63497;r;3
59404;67475;r;0
59405;60271;rr;0
59406;6677;r;0
59407;34693;rrr;0
59408;14570;rrr;0
59409;49097;r;0
59410;9766;rrr;0
59411;57844;rr;0
59412;59850;r;0
59413;77741;r;0
59414;32444;rrr;3
59415;84346;rr;0
59416;46352;rrr;1
59417;37108;rr;0
59418;32481;r;1
59419;89478;rrr;0
59420;54933;rr;0
59421;54934;rr;0
59422;9862;r;2
59423;51207;rrr;0
59424;38895;r;1
59425;32397;rr;0
59426;15847;rrr;1
59427;82665;rrr;2
59428;14634;r;2
59429;62235;rr;1
59430;79746;rrr;3
59431;31871;rrr;0
59432;26723;r;0
59433;33950;r;1
59434;34050;r;3
59435;2849;rrr;1
59436;88681;rrr;1
59437;92169;r;0
59438;28955;r;0
59439;28956;r;0
59440;32899;rrr;0
59441;31260;rr;0
